Name,Gender,Age,MStat,PostCode,Population,NClaims,TotalClaims
STEVIE ROMANO,F,27,M,2261,51003,1,4049.219644
TYRELL HAWES,M,22,M,4740,79542,0,0
CASSIDY BEATTIE,F,55,S,4226,29249,0,0
SCOTTY PHELAN,M,57,S,2060,12268,0,0
ETHELYN LAVOIE,F,25,M,4817,29739,0,0
WILLY BRAXTON,M,45,S,2350,24474,0,0
MATHEW IBARRA,M,51,M,3162,16434,1,5879.959454
CLIFTON BARTHOLOMEW,M,66,S,3109,27046,0,0
KIRSTEN CREAMER,F,33,M,2444,42618,0,0
LEO STEED,M,52,S,2167,7555,0,0
LAMONICA HENNING,F,59,S,5048,13487,0,0
TAMI SPEED,F,37,M,5044,10414,0,0
STACEY FAIRCLOTH,M,57,S,2097,14388,1,1808.420665
MARGERET BROWNE,F,67,S,2192,12575,0,0
MARIVEL HENNING,F,64,S,5090,7638,0,0
NUMBERS BARGER,M,59,M,810,29723,0,0
DEMETRIA RAFFERTY,F,59,S,2605,11329,0,0
KARON HONG,F,49,M,3030,77756,0,0
FLORENTINO BROCK,M,20,M,2720,7822,1,2361.534155
DOT JACQUES,F,59,S,4114,33199,0,0
ART CHAPPELL,M,47,S,2470,14549,0,0
FERNANDO PINO,M,22,S,2782,5935,0,0
LUPE GATES,F,68,S,2325,26225,0,0
KELLYE BENJAMIN,F,60,S,2527,20614,1,1244.949869
YONG LIVELY,M,62,S,4152,42501,0,0
STANLEY BERTRAM,M,36,S,2102,6144,1,8687.122872
OLLIE OVERTON,F,44,M,6510,2052,0,0
GUADALUPE ESTES,M,74,S,2283,23078,1,13453.00682
JEANETTE PHELAN,F,40,S,4035,23303,0,0
ALEEN QUESADA,F,39,S,4305,57601,1,843.5116231
MARTINE AARON,F,44,S,2121,24617,0,0
HUBERT GADDIS,M,69,S,4213,27712,1,2365.860075
JOHNIE BECKMAN,M,74,S,2430,32568,1,300
BOBBY ISOM,M,63,S,2287,33274,0,0
ABDUL MCNEELY,M,47,M,3338,15804,0,0
JANEAN STACEY,F,34,S,2390,8243,0,0
CLARIBEL SHELLEY,F,34,M,4226,29249,0,0
STACY TAVAREZ,M,50,S,2044,7192,0,0
TAMESHA MCCONNELL,F,42,M,4214,35809,1,4052.303787
CHRISTEEN LARSEN,F,26,S,2257,27647,2,11014.40895
BRANDA BLAIR,F,31,S,3070,22920,0,0
KAZUKO BALDERAS,F,51,S,3810,35309,0,0
STASIA ORTA,F,59,S,2107,14464,0,0
WANDA BRICE,F,25,S,2251,31836,0,0
IMELDA PEPPER,F,41,S,7305,1231,0,0
LEONARD CRABTREE,M,19,M,2114,21476,0,0
LAURETTA CARPENTER,F,45,S,4152,42501,0,0
HOLLIS TANAKA,M,51,S,3228,14650,1,3000.00255
KATLYN HADDAD,F,26,M,7250,47234,0,0
DELMER BURK,M,49,S,2448,8702,0,0
JERE HAMMETT,M,72,S,4350,102245,0,0
BENEDICT MARTENS,M,47,S,2564,13375,0,0
KENDALL TOMLINSON,M,57,S,2582,11512,2,6930.440833
MERRILL JAIN,M,44,S,2031,32321,0,0
WERNER WILLOUGHBY,M,74,S,4455,8516,0,0
RODOLFO GUINN,M,23,M,2060,12268,0,0
JEROMY KLINE,M,26,S,4655,55297,1,9741.377204
WILBUR WEATHERS,M,52,S,2287,33274,0,0
CODI JARRETT,F,71,S,3187,15813,1,300
KENT SHELLEY,M,39,S,4814,44387,1,2659.358869
SANTA SWENSON,F,34,M,5606,14087,0,0
MARISELA MCCALLISTER,F,24,M,822,24111,0,0
CARA DAVISON,F,55,S,2233,29306,0,0
STEVIE LEVINE,F,63,S,2104,3091,0,0
FRANKLIN HURD,M,69,S,4132,22489,2,9979.667842
RUFUS HOGAN,M,53,S,6061,33695,0,0
WILLIAM KERR,F,60,S,3190,10265,0,0
TOM HO,M,17,S,4553,5307,0,0
JESUS COLLINS,M,30,M,2753,17082,0,0
TONIE GROVES,F,57,S,3805,54481,1,6694.932683
DARYL MORRELL,F,31,M,3555,18409,0,0
REID CROW,M,59,S,7315,14272,1,300
LOUIE BERGSTROM,M,35,S,2605,11329,0,0
ISREAL ACKER,M,24,M,2652,4851,0,0
JONAH CARDWELL,M,25,M,5095,17928,0,0
NAOMA MILLIGAN,F,32,M,3202,2769,0,0
WILBUR PORTILLO,M,27,M,3672,10333,0,0
COLLIN MARISCAL,M,72,S,2250,65633,0,0
VALENCIA MEI,F,39,S,3429,34575,0,0
FRANCINE PUTMAN,F,44,S,4216,33735,0,0
ZANA ELLISON,F,75,S,5343,5099,0,0
ESTELLA GRECO,F,25,S,3165,25925,1,13262.6862
JUNIOR RAMBO,M,72,S,2763,29849,0,0
TAD PAREDES,M,16,S,6011,8927,0,0
ALFRED GOLDSMITH,M,33,S,3350,54342,0,0
ROSELLA CHADWICK,F,33,S,4221,25603,0,0
MITCH CHAVIS,M,63,S,5082,14507,0,0
JERROLD COYLE,M,67,S,2605,11329,0,0
LORETTE PFEIFFER,F,43,S,3023,55703,0,0
FANNY KIRKLAND,F,53,M,4350,102245,1,407.8766481
NICKOLAS CHEW,M,79,S,2145,71312,0,0
BELIA FOURNIER,F,38,S,3139,13544,1,300
NOBLE AMEZCUA,M,78,S,2232,31260,0,0
CAMI MENARD,F,45,S,4077,25158,0,0
ELBERT JOHNSTON,M,23,M,2153,52452,2,12839.55283
KENDALL TOMAS,M,70,S,6100,13610,0,0
CARROLL DUCKWORTH,M,82,S,2035,33234,1,9369.893041
LEVI RICKER,M,42,S,5010,5745,0,0
CRISTA BULL,F,18,M,2164,18365,1,5206.348724
BRUNO PARISI,M,78,S,2173,13256,0,0
CORENE DICKINSON,F,67,S,6054,19767,0,0
FLORANCE IRISH,F,63,S,2444,42618,1,3945.264947
MARAGRET WATSON,F,56,M,2034,19092,1,3249.445373
CLAY BUSTAMANTE,M,66,S,2800,41363,0,0
SIDNEY HURTADO,M,74,S,810,29723,1,1309.824828
VALLIE OLEARY,F,71,S,4557,14344,1,3193.091221
JARRETT THIBODEAU,M,42,S,3018,11778,0,0
AGUSTIN LYTLE,M,37,S,6315,1847,0,0
MOLLIE DOUGHERTY,F,18,M,3764,7535,0,0
MATTHEW RAYBURN,F,72,S,2067,22621,0,0
FERMIN OVIEDO,M,67,S,2283,23078,0,0
EARLENE SCHOTT,F,90,S,6076,21503,0,0
DARNELL CARON,M,36,M,3178,34778,0,0
HIPOLITO COONS,M,53,M,6151,16437,2,13172.94941
MOIRA HIBBARD,F,16,S,2259,53994,0,0
ELMER HEFLIN,M,25,M,2750,42587,1,3693.860031
HESTER HAAS,F,52,S,4124,18381,0,0
LESTER TRAPP,M,25,M,2168,41911,0,0
ABDUL KIMBALL,M,65,S,2776,3992,0,0
TYREE KINCAID,M,36,M,2263,22379,1,5030.417694
DORTHA SUGGS,F,36,S,3805,54481,1,1225.128398
THUY EPPERSON,F,25,M,4306,31409,0,0
LYMAN SAMSON,M,68,S,2560,72235,2,7738.999261
OCTAVIA BRANTLEY,F,71,M,2785,4570,0,0
DALE SOTO,F,79,S,2430,32568,0,0
JONATHON DEJESUS,M,31,S,2145,71312,0,0
ELANA SPURLOCK,F,62,S,4814,44387,0,0
MISS CONTE,F,39,M,4077,25158,0,0
CINDIE AARON,F,41,M,6330,32921,0,0
QUINN CERDA,M,27,M,3820,14073,2,3350.33865
SONIA GRABOWSKI,F,19,M,3066,6469,0,0
MARIO KHAN,M,37,M,3754,17788,0,0
MARC GARNETT,M,24,S,3196,23591,0,0
SARI MILES,F,19,M,4504,16223,0,0
EVERETT MICHAUD,M,29,M,4215,44715,0,0
DORATHY ZHANG,F,72,S,6330,32921,2,10684.21024
AHMAD CURTIS,M,67,S,2023,10765,1,3490.385938
CYNDI THURSTON,F,34,S,2444,42618,0,0
DENESE MCALISTER,F,55,M,6081,4717,0,0
PEDRO GORMAN,M,80,S,4078,22972,2,25724.58465
KELSEY HORST,F,81,S,6064,30439,0,0
ARMANDO TEIXEIRA,M,71,M,2043,6850,1,4084.189748
MARIAH CARUSO,F,22,M,6714,18274,0,0
RHEA DOUGLAS,F,56,S,4053,41786,0,0
ELDEN FRAME,M,21,M,2121,24617,0,0
SHAVON KO,F,69,S,2536,17466,1,14353.3058
CLARK SCHLEGEL,M,24,M,4871,16104,0,0
ISAIAH ANTOINE,M,21,M,2259,53994,0,0
RENALDO GASKINS,M,73,S,2573,4506,0,0
ROSS LAMB,M,34,S,6061,33695,0,0
CLEMENT HARP,M,68,S,3976,23768,0,0
RACHELLE WOODEN,F,41,S,6056,37071,0,0
CARROLL DUONG,F,26,M,820,19049,0,0
EDA YOON,F,42,M,3350,54342,1,8093.005507
LEIF BETTENCOURT,M,53,S,3150,58306,0,0
BRIGETTE HERRING,F,27,M,3084,24272,2,1696.066892
MYRON KNAPP,M,41,S,4816,8592,1,3740.360039
LOURIE OLSEN,F,54,S,2567,33965,2,5565.408934
HANK GERARD,M,32,M,4208,15753,0,0
SUZAN EARL,F,17,S,3144,10304,2,16456.52563
STEFAN PARR,M,70,S,5024,12949,0,0
SHELA WOODALL,F,52,S,5169,13926,0,0
LAURALEE NOLAND,F,20,M,5072,11970,0,0
GALEN MOFFITT,M,37,S,3134,31104,0,0
BETTYANN AHMAD,F,49,S,3821,2547,0,0
ANGLA BICKEL,F,73,S,3551,24131,1,2386.194692
ELTON ARREOLA,M,60,S,5024,12949,1,300
CLARIS HERBERT,F,39,S,4020,20373,0,0
LENORE OUELLETTE,F,29,M,4486,712,0,0
JAMISON BROWN,M,36,S,2150,24811,0,0
MARTINE NAGLE,F,74,S,3437,8698,0,0
HIEDI DEMPSEY,F,71,S,2580,27112,1,8957.189749
TIEN EASTER,F,77,S,3183,17953,0,0
DENNIS STEGALL,M,22,M,3138,20691,0,0
JEFFREY CLINE,M,57,S,2540,41738,0,0
ERNESTO OMALLEY,M,52,S,3219,20051,0,0
CARROLL MOHR,M,17,S,3224,10112,1,2424.700007
JANEAN CLINTON,F,17,S,2207,27537,0,0
LORENZA OSHEA,F,41,S,2100,19445,0,0
HOWARD FINK,M,51,S,3124,20031,1,2934.467683
VILMA CROFT,F,53,S,3915,9030,0,0
FELICA TOM,F,18,M,3782,7770,0,0
SOPHIA ALBRECHT,F,37,M,2287,33274,1,9959.506563
VICTOR VARNEY,F,79,S,3551,24131,0,0
CLARETTA DIALLO,F,59,S,4220,28882,0,0
JETTA COYLE,F,71,S,2142,22525,0,0
KATHARINE NEW,F,43,M,5107,15324,1,1752.353252
FLOSSIE FRANZ,F,16,S,2341,1727,0,0
DEEANNA BLUM,F,51,S,4179,18151,1,1945.653235
TOM LUO,M,50,S,3151,10142,0,0
NICOLAS YARBROUGH,M,46,M,5037,10156,1,9965.811494
JONATHON MEHTA,M,65,S,2611,23239,0,0
ERIN BEAVER,M,70,S,3037,46879,0,0
WARREN DICKERSON,M,27,M,6008,13856,1,300
JARROD BOURNE,M,42,S,2440,21373,1,300
CASSIDY CHOW,F,43,S,7054,7953,0,0
KATRINA HANKS,F,44,S,2281,13417,0,0
OREN YUAN,M,53,S,2251,31836,0,0
NILDA BARTON,F,32,M,2034,19092,1,8991.004206
LUANNE LLAMAS,F,43,S,4031,12608,1,3597.316628
ROBERT CARRANZA,M,31,M,3084,24272,1,4947.620249
ROBERTO BRUNSON,M,34,S,4556,38726,0,0
MARLANA FLOREZ,F,23,M,6056,37071,0,0
DARCEL HARDISON,F,43,M,3140,15650,0,0
WILEY OBRIEN,M,28,S,3400,14284,0,0
CATHERIN ANGLIN,F,73,S,2171,24390,0,0
DYLAN SCHREINER,M,76,S,4220,28882,0,0
GREGORIO FOREMAN,M,56,S,7300,3040,0,0
LOGAN FIELDS,M,40,S,4064,9976,0,0
KALEIGH TRAVIS,F,70,S,5110,8121,0,0
GERI FARRINGTON,F,32,S,2576,12709,1,16663.52897
URSULA SAUL,F,23,M,870,25187,0,0
WINFRED ROSADO,M,52,M,2113,16800,1,5309.528856
PETRA PANIAGUA,F,53,S,3338,15804,0,0
LAVERNE YUAN,M,69,S,2158,8289,1,1286.339152
CASSIE DALEY,F,27,M,3187,15813,0,0
ARIEL MANGUM,M,32,S,2261,51003,0,0
MARGENE SPARROW,F,44,S,4165,33243,0,0
JEANMARIE PEOPLES,F,25,S,4508,19671,0,0
KYMBERLY DUQUE,F,68,S,2745,26233,1,13879.94866
ABRAHAM CLINE,M,22,M,4655,55297,0,0
CAROLINA GEER,F,50,S,5052,6370,0,0
JOSPEH CONDE,M,84,S,4217,35329,0,0
JORGE WEISS,M,31,M,3037,46879,0,0
ONA MULLEN,F,39,M,4020,20373,0,0
ANNETTA COY,F,77,S,4380,7702,0,0
KENDA BEAM,F,42,S,2171,24390,1,9445.095773
DARLENA HENRY,F,56,S,2575,14031,0,0
DEANNE DORN,F,39,S,6056,37071,0,0
SHAMIKA ARELLANO,F,84,S,2536,17466,0,0
BLAKE JAY,F,17,S,6064,30439,1,3356.324796
JOEY DUCKETT,M,44,S,4005,11331,0,0
FABIAN TEMPLETON,M,69,S,2832,2746,0,0
MARSHALL HUTCHESON,M,29,M,3199,52625,0,0
CYRUS WALTER,M,21,M,3630,29554,0,0
BRYON TOLER,M,38,M,5241,2343,1,300
ISAAC RICH,M,36,M,3523,3502,0,0
BERNIE RICO,M,46,S,4350,102245,2,6070.12175
DOROTHY CASPER,F,45,S,2077,34898,0,0
BROOKS PARRY,M,66,S,2195,25208,0,0
TREY HOUSTON,M,52,S,4680,50832,0,0
TIMMY BAUMAN,M,73,S,4034,41832,0,0
ELDRIDGE HATCH,M,72,S,2170,95044,0,0
BENITO SHULER,M,53,S,2747,34249,1,1668.738432
ALEJANDRA KIRKPATRICK,F,66,S,3224,10112,0,0
MARGERT NEAL,F,19,M,2194,21218,0,0
JADA HATCHER,F,86,S,4226,29249,0,0
ALLAN EVERS,M,76,S,2034,19092,1,8687.091543
SANTIAGO DEWITT,M,71,S,2317,6171,2,5611.58906
ANDERSON TRUE,M,39,S,3636,5416,0,0
LITA POORE,F,53,S,5211,14451,1,12891.49915
MICHAL GRAZIANO,M,46,S,3138,20691,0,0
KARISSA SUTTER,F,68,S,7292,694,0,0
REBBECA CHASE,F,38,M,5014,11567,0,0
ETHELENE AMOS,F,32,S,3214,23442,0,0
NEVADA BERRYMAN,F,23,M,3083,28074,0,0
YOUNG WINTER,M,39,S,6074,944,0,0
RODGER GIPSON,M,36,S,5023,15936,0,0
JACQUELYNN LAZARO,F,52,S,4178,23976,0,0
LEIF LENTZ,M,70,S,2019,8900,0,0
ALEXANDRIA MORRIS,F,28,M,4680,50832,1,6216.131497
ROBBY CONNELLY,M,57,M,2283,23078,0,0
HERIBERTO FOGARTY,M,57,S,3031,17247,0,0
GROVER HARKINS,M,60,S,4880,12136,0,0
FLOR PAYNE,F,39,M,4740,79542,0,0
DARRON ALBERTSON,M,20,M,3046,30803,0,0
KURTIS HATTON,M,47,S,4132,22489,1,10716.06586
HOLLY POLLACK,F,35,S,4655,55297,2,18230.62173
JOANNIE NORMAN,F,49,M,2234,30830,0,0
SHAWN CODY,M,29,S,6069,25373,0,0
WALKER DALEY,M,66,S,2478,26770,1,679.3301923
MARQUIS LE,M,64,S,5172,3912,0,0
ALFRED HANKS,M,32,S,2191,6041,0,0
NORBERT COLLIER,M,61,S,3058,31552,0,0
OMAR ZARATE,M,79,S,3107,13149,0,0
ULYSSES MERINO,M,20,M,3056,22763,0,0
STASIA NAPOLITANO,F,35,M,4740,79542,1,1040.873902
MARCELO SPARROW,M,62,S,3350,54342,0,0
MARVELLA SIMMONS,F,59,S,2372,4971,0,0
REBBECCA ROYAL,F,69,S,2106,9036,2,5571.062311
WILMER MADRID,M,51,S,2257,27647,0,0
YUKO EMBRY,F,31,S,2259,53994,0,0
LETITIA GALLARDO,F,64,S,3191,9310,0,0
SHELA BABCOCK,F,48,S,4710,3907,0,0
MIGUELINA BETTENCOURT,F,65,S,2752,4675,0,0
CORRINE WILKES,F,18,M,2251,31836,0,0
COLTON NIELSEN,M,45,S,3114,3718,0,0
LATINA GIBBS,F,40,S,3082,30517,0,0
NATHANIEL STALEY,M,80,S,3199,52625,0,0
FRANCISCO HAGGARD,M,75,S,2761,27726,0,0
BEVERLEE SALCEDO,F,90,S,5041,12972,0,0
LAVINA ERB,F,16,S,4115,17803,0,0
PRESTON CONDON,M,37,S,3149,32075,0,0
ALONZO LOMELI,M,56,S,4034,41832,1,12600.07626
NELDA MUNDY,F,26,S,6330,32921,1,3108.753249
SHARRON EPPS,F,52,S,2450,38299,0,0
HERIBERTO SHORES,M,52,S,5049,9475,0,0
FLORENCIO MATHENY,M,34,M,3401,4525,0,0
NAPOLEON SELLS,M,54,M,3805,54481,1,13827.82517
SAMMY KOWALSKI,M,60,S,6051,12351,0,0
DAMIAN WEBSTER,M,50,S,3796,9376,0,0
TRENTON VENEGAS,M,16,S,3013,13745,0,0
TYSON MARTZ,M,39,S,5038,14419,0,0
HARVEY POND,M,19,M,7053,3510,1,14898.77816
MAN OVERTON,M,55,S,3043,17350,0,0
KIMBRA HOPPE,F,39,S,2463,7146,0,0
LAWERENCE ECHOLS,M,27,S,2216,26060,0,0
GOLDEN RODERICK,F,63,S,4551,48893,1,1115.415765
SANTANA JANES,F,41,S,3127,18090,0,0
DANIEL CROMWELL,F,87,S,6322,457,0,0
CLEMENTINE HAMILTON,F,44,M,2617,29650,0,0
ODILIA XU,F,20,M,2614,19120,0,0
ANDERA ENGLISH,F,52,M,2360,14496,0,0
ORVAL ANDRES,M,82,S,2539,16525,1,8331.244301
MAX HOBSON,M,41,M,5070,14190,1,13593.51799
BROOKS ALMANZA,M,38,S,2533,14938,1,5327.056649
CHARLOTTE CREIGHTON,F,36,S,9494,47732,1,2453.638006
AUDREA PUCKETT,F,79,M,2768,26462,0,0
DONTE MUHAMMAD,M,30,S,7249,12306,0,0
MARC GODINEZ,M,32,S,3124,20031,0,0
AGRIPINA NICHOLSON,F,67,S,3023,55703,1,8665.674547
ERNEST ORLANDO,M,22,M,6009,16570,0,0
SHANNON GALLANT,F,51,M,5000,12639,0,0
STEWART CASILLAS,M,22,M,3193,18771,0,0
DEANGELO MCGHEE,M,26,M,5024,12949,1,2727.287699
DENNIS BRYAN,M,28,M,3931,22420,0,0
ADAH WILLIFORD,F,26,M,5114,29097,1,1516.324882
TILDA DUPRE,F,34,M,2150,24811,0,0
MARY BRADEN,M,45,S,3977,67423,0,0
MERI SMAIL,F,82,S,2620,36434,0,0
ALBERT GRAFF,M,49,S,4816,8592,0,0
ADALBERTO BEEBE,M,68,S,3021,51784,2,10269.11073
CLEMENTINA ANGEL,F,90,S,3082,30517,0,0
LEONARD DANIEL,M,32,S,4226,29249,0,0
ETHAN JAVIER,M,17,S,6530,31963,0,0
CHONG TEEL,F,30,M,2171,24390,0,0
JUDY SCHOLL,F,87,S,5008,13414,0,0
JEWELL MARTZ,M,22,M,3019,8179,0,0
JOANN KNOLL,F,16,S,4178,23976,0,0
LASHAWNA CALABRESE,F,85,S,2880,19213,0,0
HERB MIXON,M,44,S,2537,10908,0,0
ALBERTINE KOCH,F,50,M,4053,41786,0,0
MARLENA PARDO,F,83,S,2212,14298,0,0
HASSAN HAYES,M,33,S,2114,21476,0,0
KEELY VALENTI,F,63,S,2069,13283,0,0
JOHN MANCINI,F,79,S,4505,18727,0,0
CHRISTOPHER FANG,M,49,S,4350,102245,1,9767.730427
HILDA SEALS,F,34,S,6418,722,0,0
MERIDETH JESTER,F,45,S,3350,54342,1,693.0537039
JARRETT PUENTE,M,40,S,6164,47545,1,335.5768405
DEBORAH WHITAKER,F,31,M,4341,13086,0,0
EBONY PENNINGTON,F,40,S,2050,6705,0,0
BLANCHE HIMES,F,16,S,2251,31836,3,16130.12595
JESUS FINNEGAN,M,45,S,4075,21202,1,13329.9563
ERWIN JAIN,M,20,S,6018,34379,2,7488.485599
ELSIE MCGILL,F,69,S,3805,54481,0,0
MILTON RING,M,24,M,5113,18688,0,0
LOVELLA PALUMBO,F,48,S,3162,16434,0,0
JIMMY IRVINE,M,41,S,2444,42618,0,0
MICHEL THIBODEAU,M,64,S,4209,34156,3,16292.67985
LINH DEGUZMAN,F,50,M,4272,4350,0,0
RETA PIZARRO,F,47,S,3765,6732,0,0
TOD WARFIELD,M,68,S,3844,27592,2,1122.391525
HARLAN MACIAS,M,18,M,3044,24421,0,0
LOREE WATKINS,F,53,M,4151,14946,0,0
LORRETTA KIMMEL,F,21,M,2330,20458,0,0
KAREEN DEWEY,F,29,M,6530,31963,1,17509.66715
CHARLYN CARNEY,F,41,S,6215,3582,0,0
KEN JARVIS,M,29,S,3020,40553,0,0
GARY FONSECA,M,18,M,5161,9782,0,0
VIRGIL ARANA,M,42,S,2165,39513,0,0
FREDDY FLECK,M,48,S,2763,29849,0,0
DARIUS BONTRAGER,M,17,S,4075,21202,0,0
VALORIE HOWARD,F,46,S,5047,7499,0,0
JUAN POSTON,M,68,S,2350,24474,0,0
MICHAL ZELLER,M,52,S,3024,17996,2,5536.035749
WILBUR SHELDON,M,59,S,5087,10433,0,0
GRANVILLE MOONEY,M,30,M,3179,5891,0,0
EARNEST SWARTZ,M,50,S,4820,10792,0,0
EVETTE KIMBROUGH,F,49,S,6011,8927,0,0
FIDELA MURDOCK,F,48,S,2834,2491,1,5564.844087
DIGNA LAPORTE,F,58,S,3029,68424,1,1055.362698
JOHNNIE AMADOR,M,60,S,6163,46259,0,0
SHON PALERMO,M,46,S,4814,44387,0,0
REGINA HUEY,F,83,S,4650,32850,0,0
LAVONA LUCIANO,F,17,S,3182,20643,0,0
STEVE HEARN,M,23,M,6152,24370,0,0
JOANNE QUESADA,F,55,M,3174,35770,0,0
GHISLAINE REEVES,F,80,S,2094,5491,0,0
MOZELLE LANTZ,F,73,S,3083,28074,0,0
HYON PRINGLE,F,22,M,7310,27182,0,0
PETRONILA RUSSO,F,35,S,2234,30830,2,10144.97306
ROSENDO DOWD,M,28,M,3207,14521,0,0
JEANNETTE PANIAGUA,F,18,M,2207,27537,0,0
DARRON KAYE,M,74,S,2913,25418,0,0
STEVIE SHERIDAN,M,22,M,2565,16589,0,0
YASUKO WALSH,F,55,S,4114,33199,0,0
JENNA MONTEMAYOR,F,51,S,4074,23272,0,0
DENNIS QUINONES,M,67,S,2121,24617,0,0
HIRAM GOSS,M,44,S,3950,4622,0,0
HONEY CANNON,F,32,S,2427,2474,0,0
OMEGA PARIKH,F,62,S,2570,28344,0,0
HOLLY ZINK,F,88,S,2340,45700,5,31631.08678
SON STUART,M,30,M,4660,6753,0,0
LANG MCCONNELL,F,47,S,6036,10834,0,0
OUIDA DRAKE,F,31,M,2845,1904,0,0
MELVA BLUE,F,36,M,3810,35309,1,4139.580046
FERNANDO SORENSEN,M,45,S,4133,14705,0,0
FLOYD MANLEY,M,35,S,2115,9471,0,0
RYAN CHENG,M,76,S,3737,4248,0,0
ALONZO DUVAL,M,32,S,4216,33735,0,0
BRAIN KEANE,M,28,M,6230,40641,2,2537.399582
ROCCO KOVACS,M,69,S,4877,4773,0,0
DONOVAN BOWERS,M,67,S,2200,40612,2,602.9949074
CHRISTOPER ORELLANA,M,36,M,2906,18135,0,0
ANDRE PLATT,M,69,S,2145,71312,1,2478.476217
ARMANDINA BLOCKER,F,31,M,4814,44387,3,11289.875
TED CERDA,M,56,S,4207,47473,1,5773.907297
LEN RUIZ,M,22,M,3226,12556,0,0
ANNALEE DALLAS,F,80,S,3212,14148,0,0
ROSETTA TABER,F,68,S,2144,33123,1,8557.907675
WILSON KENDRICK,M,38,S,5606,14087,0,0
TRENTON VAIL,M,47,S,2452,15011,0,0
PROVIDENCIA SOLORZANO,F,28,M,6069,25373,0,0
ALFRED LAUER,M,51,S,4073,9332,1,2004.762513
CLINT SAXON,M,22,M,2193,13988,0,0
MARCO BRATCHER,M,48,S,3064,53173,1,8417.925819
VICTOR CLEGG,M,62,S,2160,32845,0,0
HERSHEL AMBROSE,M,27,M,4670,77161,1,3888.247613
DOMINIQUE MARLOW,M,65,S,2480,44394,0,0
DEE FENTON,M,48,S,4504,16223,0,0
JIMMIE DUBOIS,M,27,M,4014,10778,0,0
TALISHA ADLER,F,35,S,3637,672,1,2186.420749
LAVERNE TURNBULL,M,27,M,4670,77161,1,3250.914891
RUBIE OLGUIN,F,63,S,2217,23624,1,4686.885795
FAYE MILTON,F,34,S,3937,1902,0,0
BENNIE ELDER,F,47,S,3226,12556,0,0
RAFAELA MOHAMED,F,51,S,4670,77161,1,845.7802857
ARTHUR MONACO,F,19,M,4509,19380,0,0
JACKIE ENRIGHT,M,53,S,4817,29739,0,0
LEONARDA LOVING,F,22,M,4068,21899,0,0
ZENOBIA DEVITO,F,48,M,5032,12211,1,52428.72867
WELDON HOGAN,M,21,M,2035,33234,0,0
TRAVIS URIAS,M,16,S,3802,24574,1,20057.1721
GILBERTO BOWER,M,88,S,5330,3050,0,0
WM CROWLEY,M,61,S,3011,18051,2,18628.39192
NAKESHA CARR,F,34,S,3187,15813,0,0
NORBERTO TOLIVER,M,30,S,3556,11183,0,0
CHONG WIMBERLY,M,21,M,6230,40641,0,0
LUCILA WHITESIDE,F,69,S,2284,10465,0,0
STASIA CHAVIS,F,59,S,4872,3647,1,14091.22498
JONELLE ESCOBAR,F,42,M,3030,77756,1,2648.448329
HORACIO KRAEMER,M,37,S,6153,19032,0,0
PHILOMENA WEATHERS,F,69,S,5275,2280,0,0
BOBETTE FABIAN,F,39,M,2154,37914,0,0
ALFRED GREY,M,59,S,3754,17788,0,0
ELISEO BARBOUR,M,43,S,4110,9575,0,0
ILA INGRAM,F,75,S,4860,11186,0,0
BRET GREENE,M,31,M,2154,37914,0,0
GORDON BENAVIDES,M,16,S,2152,10224,0,0
TOMASA MAYNARD,F,17,S,5211,14451,0,0
ANDRES KIRKLAND,M,45,S,2211,16212,0,0
ANTOINE SPRING,M,43,S,4741,8377,0,0
ALTHEA PAREDES,F,71,S,3073,47637,0,0
DAKOTA SOWERS,F,26,S,2535,6997,0,0
ANNABELL MAAS,F,68,S,7250,47234,1,300
DIANA BIRD,F,46,S,6155,48059,0,0
VANESA SHIPP,F,71,S,4014,10778,0,0
MARTI MONTOYA,F,42,M,3101,23878,0,0
ALANA STEIN,F,69,S,2770,60345,1,1300.881814
SUZY GATEWOOD,F,30,S,3131,21001,0,0
LAURA COLLIER,F,83,S,2259,53994,0,0
BRENDON AGEE,M,36,S,4501,5355,0,0
ADOLPH SORIA,M,50,S,2007,7111,0,0
MITCH MAGNUSON,M,24,S,4226,29249,0,0
GARY BERRYMAN,M,78,S,3020,40553,3,19274.47857
LADAWN KIDD,F,21,M,2140,12512,0,0
BLANCH VILLALPANDO,F,60,S,4560,28041,0,0
JOSEFINE BARNEY,F,34,M,4701,42364,0,0
ELI AGUIRRE,M,26,M,4670,77161,3,9425.851169
ZACK CLINTON,M,17,S,3072,29926,2,14444.477
KIERA HENLEY,F,30,S,3337,31874,0,0
RANDY SWANN,M,40,S,2590,7109,0,0
SANG MARSH,M,88,S,4078,22972,1,300
DOYLE DENT,M,24,M,2753,17082,0,0
DOMINIQUE SPRUILL,M,54,S,5037,10156,0,0
MALCOLM PHAM,M,56,M,2282,14460,0,0
TERA CONWAY,F,26,S,2121,24617,0,0
MATTHEW DVORAK,M,17,S,2770,60345,0,0
JEANICE RAHMAN,F,37,S,3800,812,0,0
ALFRED PELLEGRINO,M,44,S,4170,21937,0,0
MICKEY SHIPP,M,74,S,2029,9400,0,0
EURA LOVATO,F,48,S,2154,37914,0,0
JASON DAY,F,42,S,6069,25373,0,0
NATHANIEL STEVENSON,M,49,S,2228,17601,2,12179.91456
ROXANN SACHS,F,52,S,3977,67423,1,2327.770053
BERNARD FALK,M,30,S,2519,16241,0,0
MONNIE HAIL,F,33,S,4551,48893,0,0
